case_id,state,district,project_type,land_area_acres,number_of_landowners,acquisition_stage,number_of_objections,number_of_court_cases,compensation_completed_pct,pending_approvals,days_in_current_stage,approximate_delay_days,notification_3a_date,sanction_date,notification_3d_date,sanction_amount_lakh,land_acquisition_agency,environmental_clearance,forest_clearance,relocation_required,structures_affected,dispute_severity,payment_status,document_verification_status,project_length_km,last_review_days_ago
AH110847,Rajasthan,Jodhpur,Bypass,29.38,9.0,Objection,3.0,0.0,33.9,3.0,74.0,146,2024-01-06,2024-07-03,2024-09-06,4424.0,NHAI,Not Required,Completed,No,30.0,High,Complete,Complete,43.94,142.0
AH110848,Himachal Pradesh,Sirmaur,Bridge,52.62,20.0,Objection,1.0,0.0,23.5,1.0,27.0,100,2026-04-10,2025-10-11,2026-03-16,4545.0,State PWD,Pending,Completed,No,9.0,None,Partial,Complete,21.24,63.0
AH110849,Himachal Pradesh,Solan,,27.94,10.0,Compensation,0.0,1.0,85.5,0.0,104.0,131,2026-04-19,2026-05-04,2026-10-02,2516.0,State PWD,Pending,Completed,No,14.0,Low,Pending,Complete,22.93,109.0
AH110850,Rajasthan,Udaipur,Highway,5.89,1.0,Compensation,0.0,0.0,82.7,3.0,92.0,98,2024-04-29,2025-02-01,2025-04-09,1250.0,Special LA Unit,Completed,Not Required,No,26.0,Low,Complete,Complete,159.25,85.0
AH110851,Uttarakhand,Dehradun,Highway,12.12,8.0,Possession,0.0,0.0,96.2,,42.0,62,2025-08-04,2024-03-29,2024-08-03,466.0,Special LA Unit,Completed,Completed,No,24.0,None,Complete,Partial,18.47,94.0
AH110852,Himachal Pradesh,Solan,Railway,16.57,8.0,Compensation,0.0,0.0,,1.0,67.0,71,2026-04-11,2026-03-10,2026-08-25,3138.0,NHAI,Pending,Completed,No,5.0,None,Partial,Complete,110.53,47.0
AH110853,Himachal Pradesh,Sirmaur,Bypass,246.81,89.0,Compensation,3.0,0.0,72.3,1.0,21.0,216,2026-05-05,2025-07-25,2025-12-21,677.0,District Administration,Completed,Not Required,No,7.0,Low,Complete,Complete,113.81,42.0
AH110854,Madhya Pradesh,Ujjain,Road Widening,9.65,8.0,Possession,0.0,0.0,83.5,0.0,31.0,29,2024-09-23,2025-05-28,2025-07-26,1244.0,Special LA Unit,Completed,Completed,No,5.0,None,Partial,Complete,43.73,106.0
AH110855,Punjab,Patiala,Highway,6.98,4.0,Compensation,0.0,0.0,83.1,0.0,36.0,64,2026-01-05,2024-02-24,2024-07-31,1259.0,State PWD,Completed,Not Required,No,9.0,None,Complete,Complete,89.7,107.0
AH110856,Uttarakhand,Haridwar,Road Widening,2.93,2.0,Notification,0.0,0.0,11.7,,10.0,35,2025-08-04,2026-05-23,2026-06-30,1403.0,Special LA Unit,Completed,Pending,No,7.0,Low,Partial,Pending,94.87,90.0
AH110857,Himachal Pradesh,Mandi,Highway,25.08,11.0,Objection,2.0,0.0,,4.0,39.0,117,2026-04-15,2024-03-10,2024-07-10,1892.0,NHAI,Pending,Not Required,No,3.0,None,Complete,Pending,44.88,129.0
AH110858,Uttar Pradesh,Prayagraj,Highway,14.26,5.0,Award,1.0,0.0,46.4,,64.0,111,2024-05-12,2025-07-03,2025-10-17,1689.0,State PWD,Completed,Completed,No,1.0,Medium,Complete,Complete,31.29,29.0
AH110859,Uttarakhand,Nainital,Road Widening,5.72,3.0,Objection,1.0,0.0,28.9,1.0,16.0,46,2025-06-24,2025-06-21,2025-07-26,2656.0,Special LA Unit,Completed,Pending,No,10.0,None,Pending,Partial,75.3,92.0
AH110860,Rajasthan,Kota,Highway,22.99,11.0,Possession,1.0,2.0,91.6,0.0,135.0,118,2024-01-23,2025-04-07,2025-08-23,4788.0,District Administration,Not Required,Completed,Yes,8.0,None,Complete,Complete,58.79,71.0
AH110861,Madhya Pradesh,Ujjain,Railway,8.94,7.0,Award,1.0,0.0,44.5,4.0,35.0,119,2024-11-17,2025-05-11,2025-07-24,3247.0,State PWD,Pending,Completed,No,11.0,Low,Complete,Complete,53.43,9.0
AH110862,Rajasthan,Udaipur,Road Widening,3.87,2.0,Possession,0.0,0.0,91.2,0.0,30.0,44,2024-01-11,2024-12-24,2025-05-30,3396.0,Special LA Unit,Not Required,Completed,No,8.0,None,Complete,Complete,106.68,162.0
AH110863,Haryana,,Highway,37.01,16.0,Award,0.0,0.0,49.4,0.0,96.0,105,2025-02-02,2025-05-30,2025-11-07,854.0,State PWD,Completed,Completed,No,10.0,None,Complete,Complete,41.92,158.0
AH110864,Punjab,Bathinda,Highway,2.07,1.0,Possession,0.0,0.0,91.9,0.0,72.0,19,2025-12-30,2024-11-23,2025-03-21,615.0,Special LA Unit,Not Required,Completed,No,3.0,Low,Pending,Complete,52.04,116.0
AH110865,Uttarakhand,Udham Singh Nagar,Bridge,13.49,7.0,Notification,1.0,0.0,14.7,2.0,45.0,77,2025-08-15,2025-03-02,2025-07-04,985.0,State PWD,Completed,Completed,No,28.0,Medium,Complete,Complete,45.87,34.0
AH110866,Madhya Pradesh,Jabalpur,Road Widening,10.87,8.0,Award,1.0,0.0,64.6,2.0,127.0,112,2024-10-12,2025-09-02,2025-10-09,4249.0,State PWD,Completed,Completed,Yes,7.0,Low,Partial,Complete,125.34,134.0
AH110867,Madhya Pradesh,Jabalpur,Bypass,2.97,2.0,Possession,3.0,0.0,92.9,0.0,78.0,97,2025-01-19,2025-10-30,2026-04-11,906.0,State PWD,Completed,Pending,No,26.0,None,Complete,Pending,63.57,108.0
AH110868,Madhya Pradesh,Indore,Highway,15.75,6.0,Award,0.0,0.0,45.7,4.0,80.0,114,2024-11-26,2024-05-18,2024-09-27,4920.0,State PWD,Completed,Not Required,No,22.0,None,Partial,Complete,43.27,10.0
AH110869,Punjab,Firozpur,Road Widening,6.62,3.0,Compensation,0.0,0.0,63.5,1.0,144.0,98,2025-10-20,2026-06-11,2026-09-06,3786.0,District Administration,Not Required,Pending,No,3.0,Low,Pending,Partial,111.68,129.0
AH110870,Uttar Pradesh,Lucknow,Bridge,49.95,20.0,Award,1.0,0.0,38.1,3.0,86.0,138,2024-08-27,2024-03-28,2024-05-09,4153.0,Special LA Unit,Completed,Not Required,No,14.0,None,Pending,Partial,50.14,44.0
AH110871,Rajasthan,Jodhpur,Highway,28.03,11.0,Compensation,0.0,0.0,80.1,2.0,122.0,119,2024-03-23,2024-09-05,2024-12-19,1545.0,District Administration,Pending,Completed,No,12.0,High,Pending,Complete,115.49,55.0
AH110872,Haryana,Hisar,Highway,14.41,6.0,Compensation,2.0,0.0,90.9,2.0,,112,2025-04-01,2024-11-08,2025-04-22,823.0,NHAI,Completed,Completed,No,15.0,None,Partial,Partial,66.74,137.0
AH110873,Punjab,Bathinda,Bridge,1.44,3.0,Compensation,0.0,0.0,83.8,1.0,117.0,98,2026-01-16,2024-10-18,2025-03-26,875.0,District Administration,Completed,Pending,No,9.0,None,Partial,Partial,64.94,67.0
AH110874,Haryana,Hisar,Highway,7.45,2.0,Award,0.0,0.0,48.6,2.0,65.0,72,2025-03-05,2024-11-12,2024-12-26,4295.0,State PWD,Not Required,Completed,No,19.0,High,Partial,Complete,35.97,96.0
AH110875,Uttar Pradesh,Varanasi,Highway,6.97,5.0,Compensation,1.0,0.0,61.6,3.0,50.0,66,2024-07-02,2024-10-17,2025-03-10,2185.0,NHAI,Pending,Pending,No,28.0,High,Partial,Pending,57.09,109.0
AH110876,Rajasthan,Udaipur,Bridge,33.41,13.0,Award,0.0,1.0,34.5,,102.0,128,2024-02-11,2025-01-27,2025-03-10,2075.0,State PWD,Completed,Completed,No,9.0,None,Complete,Complete,96.59,14.0
AH110877,Himachal Pradesh,Sirmaur,Highway,13.89,7.0,Compensation,1.0,2.0,85.9,2.0,108.0,156,2026-04-29,2025-11-17,2026-02-11,1275.0,Special LA Unit,Completed,Pending,No,18.0,Low,Partial,Complete,56.0,133.0
AH110878,Punjab,Moga,Road Widening,15.63,8.0,Compensation,0.0,0.0,69.9,1.0,68.0,59,2025-11-15,2026-01-14,2026-04-21,1813.0,State PWD,Completed,Not Required,No,9.0,None,Partial,Pending,140.96,141.0
AH110879,Uttar Pradesh,Kanpur Nagar,Railway,28.35,8.0,Notification,2.0,0.0,13.1,3.0,35.0,115,2024-05-19,2024-11-09,2024-12-12,1878.0,District Administration,Pending,Completed,No,27.0,High,Partial,Complete,4.12,118.0
AH110880,Rajasthan,Jodhpur,Railway,47.75,18.0,Compensation,0.0,1.0,76.8,1.0,31.0,89,2024-03-07,2024-08-20,2024-10-09,3759.0,NHAI,Completed,Not Required,No,9.0,Medium,Partial,Partial,26.74,9.0
AH110881,Rajasthan,Ajmer,Highway,41.26,13.0,Award,0.0,0.0,31.4,1.0,136.0,143,2024-04-26,2025-09-01,2026-02-10,4128.0,Special LA Unit,Not Required,Completed,No,12.0,None,Partial,Complete,51.96,161.0
AH110882,Madhya Pradesh,Indore,Highway,19.0,5.0,Notification,0.0,0.0,13.8,3.0,68.0,103,2024-12-04,2024-02-23,2024-06-26,2362.0,Special LA Unit,Not Required,Completed,Yes,9.0,None,Complete,Complete,155.07,119.0
AH110883,Punjab,Ludhiana,Bypass,9.48,4.0,Compensation,0.0,0.0,78.4,1.0,28.0,36,2025-12-31,2025-02-05,2025-07-02,1702.0,NHAI,Completed,Pending,No,19.0,None,Pending,Partial,126.17,120.0
AH110884,Uttar Pradesh,Varanasi,Bypass,17.28,8.0,Compensation,0.0,0.0,69.0,2.0,52.0,72,2024-05-23,2024-07-17,2024-11-09,2285.0,District Administration,Completed,Not Required,Yes,29.0,Medium,Complete,Complete,151.06,89.0
AH110885,Punjab,Hoshiarpur,Highway,11.61,3.0,Compensation,1.0,0.0,55.7,1.0,64.0,70,2026-01-06,2025-07-01,2025-10-06,915.0,Special LA Unit,Not Required,Completed,No,4.0,Low,Partial,Partial,86.73,178.0
AH110886,Rajasthan,Jaipur,Highway,23.29,10.0,Possession,1.0,0.0,95.7,0.0,34.0,44,2024-01-02,2024-03-11,2024-04-12,389.0,Special LA Unit,Completed,Completed,No,10.0,None,Complete,Complete,158.85,157.0
AH110887,Punjab,Moga,Road Widening,7.37,2.0,Award,1.0,0.0,37.1,2.0,71.0,94,2025-10-26,2026-01-16,2026-05-07,1200.0,District Administration,Completed,Completed,Yes,3.0,Medium,Complete,Complete,168.96,103.0
AH110888,Uttar Pradesh,Varanasi,Highway,25.74,11.0,Possession,1.0,0.0,90.5,1.0,40.0,66,2024-09-11,2024-08-30,2025-01-22,171.0,District Administration,Pending,Completed,No,16.0,None,Pending,Complete,25.06,114.0
AH110889,Himachal Pradesh,Kangra,Bypass,12.42,10.0,Compensation,0.0,0.0,73.9,1.0,128.0,110,2026-05-14,2025-04-07,2025-06-06,220.0,District Administration,Completed,Pending,No,19.0,Medium,Complete,Pending,64.0,59.0
AH110890,Haryana,,Bridge,16.58,7.0,Award,0.0,0.0,56.0,4.0,44.0,114,2025-03-04,2025-05-30,2025-09-10,1230.0,NHAI,Pending,Not Required,No,21.0,Medium,Partial,Complete,77.58,95.0
AH110891,Uttar Pradesh,Kanpur Nagar,Highway,4.32,1.0,Compensation,0.0,0.0,85.9,3.0,89.0,84,2024-08-31,2025-03-03,2025-06-02,4510.0,NHAI,Not Required,Completed,No,17.0,None,Complete,Complete,98.49,174.0
AH110892,Uttar Pradesh,Kanpur Nagar,Bridge,9.46,5.0,Objection,2.0,1.0,29.6,5.0,27.0,109,2024-08-06,2025-02-07,2025-07-17,966.0,State PWD,Pending,Completed,No,23.0,None,Pending,Complete,60.05,40.0
AH110893,Punjab,Bathinda,Bypass,17.45,7.0,Possession,0.0,0.0,85.9,0.0,159.0,95,2026-01-13,2024-08-28,2024-10-21,3499.0,State PWD,Completed,Pending,Yes,27.0,None,Complete,Complete,147.78,178.0
AH110894,Madhya Pradesh,Jabalpur,Railway,10.23,4.0,Award,0.0,0.0,57.9,2.0,45.0,104,2024-12-28,2025-11-26,2026-01-10,778.0,Special LA Unit,Completed,Pending,No,1.0,Low,Pending,Complete,161.54,5.0
AH110895,Madhya Pradesh,Ujjain,Bridge,1.62,2.0,Notification,0.0,0.0,12.8,1.0,13.0,45,2024-11-12,2025-04-09,2025-06-09,2343.0,Special LA Unit,Not Required,Pending,No,21.0,None,Pending,Complete,12.86,163.0
AH110896,Punjab,Jalandhar,Highway,4.18,2.0,Compensation,0.0,0.0,68.1,0.0,33.0,21,2025-10-24,2024-07-13,2024-09-04,3054.0,State PWD,Pending,Not Required,No,25.0,None,Pending,Pending,109.57,25.0
AH110897,Haryana,Panipat,Bridge,15.97,5.0,Notification,0.0,0.0,5.9,1.0,16.0,48,2025-04-28,2024-08-24,2025-01-27,2826.0,State PWD,Pending,Not Required,Yes,6.0,Medium,Partial,Complete,103.65,120.0
AH110898,Uttarakhand,Udham Singh Nagar,Highway,42.89,18.0,Notification,0.0,1.0,8.0,2.0,42.0,116,2025-08-20,2025-01-29,2025-04-08,4008.0,District Administration,Completed,Completed,No,2.0,Medium,Pending,Partial,160.35,162.0
AH110899,Haryana,Sirsa,Highway,9.8,7.0,Notification,0.0,0.0,13.1,3.0,40.0,89,2025-02-05,2026-01-29,2026-04-23,1307.0,District Administration,Not Required,Not Required,No,16.0,High,Complete,Pending,121.81,66.0
AH110900,Rajasthan,Alwar,Road Widening,7.88,3.0,Possession,1.0,0.0,92.4,0.0,38.0,26,2024-02-27,2026-05-15,2026-07-22,3726.0,Special LA Unit,Completed,Pending,No,16.0,None,Partial,Complete,62.08,70.0
AH110901,Rajasthan,Udaipur,Highway,29.21,12.0,Notification,0.0,0.0,13.4,2.0,19.0,72,2024-01-06,2024-12-15,2025-05-16,2048.0,District Administration,,Not Required,No,1.0,None,Partial,Partial,98.14,66.0
AH110902,Rajasthan,Udaipur,Railway,12.05,2.0,Award,1.0,1.0,45.2,1.0,103.0,138,2024-02-05,2024-12-21,2025-04-29,2254.0,District Administration,Completed,Pending,No,10.0,Medium,Complete,Pending,124.29,156.0
AH110903,Uttarakhand,Dehradun,Highway,22.46,9.0,Award,0.0,0.0,48.8,1.0,20.0,71,2025-06-01,2024-04-26,2024-08-05,1633.0,Special LA Unit,Completed,Not Required,No,20.0,Medium,Partial,Pending,58.41,46.0
AH110904,Haryana,Ambala,Highway,9.29,8.0,Possession,0.0,0.0,90.2,0.0,72.0,51,2025-04-07,2025-05-06,2025-10-02,4984.0,Special LA Unit,Completed,Not Required,No,3.0,None,Complete,Partial,16.85,19.0
AH110905,Punjab,Jalandhar,Road Widening,8.45,6.0,Possession,1.0,0.0,,0.0,47.0,9,2025-11-03,2024-08-03,2024-09-12,4131.0,State PWD,Completed,Completed,No,3.0,None,Complete,Complete,120.39,118.0
AH110906,Himachal Pradesh,Solan,Highway,24.01,10.0,Possession,1.0,0.0,91.8,1.0,12.0,37,2026-03-16,2026-01-07,2026-05-18,2341.0,State PWD,Not Required,Pending,No,7.0,Low,Complete,Partial,100.04,64.0
AH110907,Uttar Pradesh,Prayagraj,Highway,21.15,9.0,Award,2.0,1.0,34.3,0.0,64.0,103,2024-06-06,2025-04-26,2025-07-19,3729.0,Special LA Unit,Completed,Pending,No,12.0,Low,Complete,Partial,147.05,41.0
AH110908,Himachal Pradesh,Shimla,Highway,9.09,4.0,Award,0.0,0.0,40.9,1.0,28.0,69,2026-05-11,2024-07-18,2024-10-12,4582.0,NHAI,Not Required,Pending,No,13.0,Medium,Pending,Pending,16.5,135.0
AH110909,Himachal Pradesh,Solan,Bridge,4.59,4.0,Compensation,0.0,0.0,57.1,0.0,79.0,75,2026-04-18,2026-04-04,2026-05-27,1455.0,State PWD,Pending,Completed,No,1.0,None,Complete,Complete,165.55,158.0
AH110910,Uttarakhand,Haridwar,Railway,2.89,4.0,Notification,0.0,0.0,4.6,1.0,10.0,35,2025-07-08,2026-01-03,2026-02-16,1664.0,NHAI,Completed,Completed,Yes,10.0,None,Complete,Pending,48.42,120.0
AH110911,Haryana,Panipat,Road Widening,3.23,1.0,Notification,0.0,0.0,15.0,3.0,34.0,68,2025-04-22,2024-09-27,2025-02-08,3823.0,Special LA Unit,Pending,Completed,No,20.0,Low,Complete,Complete,105.44,131.0
AH110912,Uttar Pradesh,Lucknow,Road Widening,6.97,5.0,Possession,0.0,0.0,95.4,0.0,16.0,22,2024-06-07,2024-04-18,2024-09-22,1454.0,Special LA Unit,Not Required,Completed,No,14.0,Medium,Complete,Complete,71.62,57.0
AH110913,Uttar Pradesh,Varanasi,Road Widening,15.63,5.0,Notification,0.0,0.0,8.4,3.0,46.0,71,2024-06-09,2024-08-25,2025-02-07,514.0,State PWD,Pending,Pending,No,21.0,None,Partial,Partial,37.7,88.0
AH110914,Rajasthan,Udaipur,Highway,2.9,1.0,Award,0.0,0.0,50.6,2.0,42.0,62,2024-01-17,2024-12-05,2025-02-09,2996.0,NHAI,Completed,Pending,No,16.0,Low,Partial,Complete,106.13,159.0
AH110915,Uttarakhand,Udham Singh Nagar,Highway,3.06,1.0,Objection,1.0,0.0,39.0,3.0,24.0,66,2025-08-04,2024-12-31,2025-05-24,1052.0,NHAI,Not Required,Completed,No,4.0,None,Partial,Partial,103.05,76.0
AH110916,Haryana,Rohtak,Road Widening,16.46,7.0,Notification,1.0,0.0,4.7,0.0,39.0,40,2025-01-24,2026-01-10,2026-02-25,2954.0,District Administration,Pending,Not Required,Yes,7.0,None,Complete,Complete,24.62,37.0
AH110917,Uttar Pradesh,Agra,Highway,45.31,18.0,Possession,0.0,0.0,90.8,0.0,61.0,56,2024-06-21,2026-05-20,2026-10-13,576.0,State PWD,Not Required,Not Required,Yes,5.0,None,Complete,Complete,35.46,75.0
AH110918,Rajasthan,Ajmer,Bypass,30.13,13.0,Notification,1.0,0.0,22.2,2.0,11.0,82,2024-04-30,2025-11-03,2026-02-25,2418.0,Special LA Unit,Pending,Not Required,No,19.0,None,Complete,Complete,90.89,20.0
AH110919,Rajasthan,Alwar,Highway,2.5,3.0,Award,0.0,0.0,41.9,0.0,52.0,66,2024-02-27,2026-01-30,2026-07-08,1229.0,Special LA Unit,Completed,Not Required,No,9.0,None,Partial,Partial,30.34,158.0
AH110920,Uttarakhand,Dehradun,Road Widening,16.66,8.0,Objection,1.0,0.0,36.2,4.0,31.0,115,2025-07-30,2024-04-22,2024-06-01,2666.0,State PWD,Completed,Not Required,No,15.0,Low,Complete,Complete,12.73,68.0
AH110921,Uttarakhand,Dehradun,Highway,26.91,15.0,Award,1.0,0.0,33.0,0.0,51.0,90,2025-09-08,2024-05-14,2024-10-07,1169.0,District Administration,Not Required,Pending,Yes,30.0,None,Complete,Complete,99.95,21.0
AH110922,Uttarakhand,Haridwar,Railway,7.84,5.0,Compensation,0.0,0.0,60.0,1.0,56.0,76,2025-07-22,2026-03-28,2026-07-06,1293.0,NHAI,Not Required,Completed,No,3.0,Medium,Complete,Partial,27.81,52.0
AH110923,Rajasthan,Kota,Bridge,9.76,1.0,Compensation,0.0,0.0,55.0,1.0,52.0,73,2024-04-09,2025-07-06,2025-10-29,4507.0,NHAI,Completed,Pending,No,27.0,None,Complete,Complete,77.87,67.0
AH110924,Rajasthan,Jodhpur,Highway,15.85,6.0,Compensation,1.0,0.0,76.4,0.0,87.0,109,2024-02-07,2024-07-31,2024-11-18,4910.0,State PWD,Completed,Completed,No,18.0,None,Partial,Partial,15.83,41.0
AH110925,Rajasthan,Ajmer,Highway,18.08,8.0,Award,0.0,0.0,42.3,1.0,15.0,79,2024-04-05,2025-12-13,2026-04-29,1670.0,NHAI,Completed,Not Required,No,14.0,None,Complete,Partial,108.2,120.0
AH110926,Punjab,Jalandhar,Road Widening,16.45,4.0,Notification,1.0,0.0,5.2,0.0,84.0,90,2025-11-07,2024-06-06,2024-10-03,3245.0,NHAI,Completed,Pending,No,20.0,Medium,Partial,Complete,154.11,93.0
AH110927,Punjab,Moga,Highway,22.1,11.0,Award,1.0,0.0,50.4,3.0,143.0,174,2025-10-27,2025-11-22,2026-02-22,1808.0,District Administration,Completed,Pending,No,25.0,None,Pending,Complete,18.73,113.0
AH110928,Madhya Pradesh,Gwalior,Highway,14.34,10.0,Possession,0.0,0.0,90.6,0.0,28.0,38,2024-09-22,2026-03-05,2026-06-08,892.0,NHAI,Completed,Pending,No,20.0,None,Complete,Partial,165.71,102.0
AH110929,Rajasthan,Udaipur,Road Widening,7.02,2.0,Compensation,0.0,0.0,69.9,1.0,95.0,96,2024-02-19,2025-03-15,2025-04-24,543.0,NHAI,Completed,Pending,No,0.0,Medium,Partial,Complete,135.09,6.0
AH110930,Madhya Pradesh,Jabalpur,,8.17,6.0,Notification,0.0,0.0,18.0,3.0,30.0,91,2024-10-14,2025-08-13,2025-12-29,4458.0,District Administration,Completed,Pending,No,28.0,None,Partial,Partial,153.44,122.0
AH110931,Punjab,Amritsar,Highway,6.16,5.0,Compensation,0.0,0.0,61.0,0.0,,78,2025-12-29,2025-10-20,2026-03-04,376.0,NHAI,Not Required,Completed,No,3.0,None,Pending,Pending,155.77,129.0
AH110932,Uttar Pradesh,Agra,Highway,8.07,5.0,Compensation,0.0,0.0,86.3,1.0,33.0,49,2024-05-09,2026-03-03,2026-06-26,2485.0,NHAI,Completed,Completed,No,14.0,None,Pending,Complete,49.97,154.0
AH110933,Punjab,Hoshiarpur,Highway,19.25,10.0,Compensation,0.0,0.0,59.1,1.0,50.0,69,2025-12-17,2025-06-09,2025-10-25,1135.0,District Administration,Pending,Not Required,No,22.0,None,Partial,Partial,10.52,39.0
AH110934,Haryana,Panipat,Bridge,6.19,2.0,Compensation,0.0,0.0,70.7,0.0,77.0,81,2025-02-21,2024-09-21,2024-11-30,3813.0,NHAI,Completed,Not Required,No,24.0,High,Pending,Complete,147.05,82.0
AH110935,Rajasthan,Jodhpur,Highway,29.65,14.0,Possession,0.0,0.0,91.0,0.0,58.0,74,2024-05-07,2024-06-30,2024-09-01,716.0,State PWD,Pending,Completed,No,27.0,Low,Partial,Pending,5.69,121.0
AH110936,Himachal Pradesh,Shimla,Highway,5.15,5.0,Notification,0.0,0.0,18.4,2.0,7.0,63,2026-04-20,2024-11-15,2025-05-02,2905.0,District Administration,Not Required,Completed,No,19.0,None,Complete,Complete,128.34,145.0
AH110937,Haryana,Karnal,Railway,14.19,7.0,Award,0.0,0.0,25.7,4.0,24.0,95,2025-04-11,2024-02-20,2024-08-11,1755.0,NHAI,Completed,Completed,No,3.0,None,Partial,Partial,78.47,105.0
AH110938,Uttarakhand,Nainital,Bypass,24.3,10.0,Possession,0.0,0.0,85.6,0.0,57.0,62,2025-08-27,2025-09-20,2026-02-24,2628.0,District Administration,Not Required,Not Required,No,11.0,Low,Complete,Partial,114.36,30.0
AH110939,Rajasthan,Udaipur,Highway,17.49,6.0,Compensation,0.0,0.0,72.4,1.0,27.0,75,2024-03-27,2024-11-28,2025-01-04,970.0,State PWD,Completed,Not Required,Yes,24.0,Medium,Partial,Complete,31.41,139.0
AH110940,Madhya Pradesh,Jabalpur,Road Widening,2.48,4.0,Compensation,1.0,1.0,74.6,,59.0,93,2024-11-30,2025-10-02,2026-01-22,628.0,State PWD,Completed,Completed,No,25.0,None,Partial,Complete,176.33,31.0
AH110941,Uttarakhand,Dehradun,Road Widening,13.37,6.0,Award,1.0,0.0,58.2,0.0,88.0,76,2025-07-23,2024-02-25,2024-07-14,931.0,District Administration,Completed,Completed,Yes,1.0,Low,Complete,Complete,160.83,30.0
AH110942,Uttarakhand,Udham Singh Nagar,Highway,6.38,3.0,Objection,2.0,0.0,26.4,3.0,32.0,92,2025-08-03,2024-10-16,2024-11-20,2903.0,NHAI,Completed,Completed,No,11.0,None,Complete,Partial,56.79,165.0
AH110943,Rajasthan,Udaipur,Highway,3.88,4.0,Possession,1.0,0.0,93.9,0.0,64.0,63,2024-02-26,2024-12-21,2025-06-14,3255.0,District Administration,Completed,Completed,No,10.0,None,Complete,Complete,112.73,130.0
AH110944,Uttarakhand,Dehradun,Railway,14.43,6.0,Award,0.0,0.0,41.8,0.0,63.0,72,2025-06-27,2024-03-19,2024-08-14,4527.0,State PWD,Pending,Completed,No,26.0,None,Complete,Complete,28.21,85.0
AH110945,Himachal Pradesh,Solan,Highway,4.13,1.0,Compensation,1.0,1.0,56.5,1.0,24.0,70,2026-04-30,2026-01-15,2026-04-01,4713.0,NHAI,Completed,Pending,No,23.0,None,Complete,Partial,3.44,7.0
AH110946,Punjab,Hoshiarpur,Highway,14.7,8.0,Objection,3.0,1.0,12.1,1.0,16.0,65,2025-12-08,2025-06-21,2025-10-04,3775.0,Special LA Unit,Not Required,Not Required,Yes,20.0,None,Pending,Complete,163.02,166.0
AH110947,Uttar Pradesh,Agra,Road Widening,41.16,13.0,Possession,0.0,1.0,95.9,1.0,62.0,68,2024-07-05,2026-01-29,2026-07-14,111.0,State PWD,Completed,Completed,No,14.0,None,Complete,Partial,17.68,69.0
AH110948,Himachal Pradesh,Solan,Highway,15.44,8.0,Objection,2.0,,13.3,0.0,16.0,90,2026-04-01,2025-12-22,2026-05-29,3532.0,NHAI,Completed,Completed,No,2.0,Medium,Complete,Partial,46.88,96.0
AH110949,Uttarakhand,Dehradun,Highway,9.8,3.0,Possession,0.0,0.0,97.2,0.0,21.0,53,2025-09-06,2024-01-31,2024-07-02,3542.0,State PWD,Completed,Pending,No,23.0,Low,Pending,Complete,141.96,76.0
AH110950,Rajasthan,Alwar,Highway,10.42,2.0,Objection,2.0,0.0,13.7,2.0,28.0,78,2024-02-21,2026-02-17,2026-08-13,3545.0,District Administration,,Completed,No,19.0,Medium,Complete,Partial,9.58,136.0
AH110951,Rajasthan,Jaipur,,25.97,12.0,Possession,1.0,0.0,83.5,0.0,77.0,70,2024-04-25,2024-03-03,2024-07-22,3313.0,State PWD,Not Required,Completed,No,8.0,None,Complete,Complete,154.93,61.0
AH110952,Himachal Pradesh,Solan,Railway,9.21,5.0,Award,1.0,0.0,34.4,2.0,29.0,108,2026-04-09,2026-02-23,2026-08-12,3453.0,State PWD,Not Required,Completed,Yes,10.0,Low,Partial,Complete,166.61,72.0
AH110953,Uttar Pradesh,Meerut,Highway,8.04,3.0,Possession,0.0,0.0,88.0,1.0,18.0,50,2024-07-07,2025-08-25,2026-02-14,2946.0,NHAI,Completed,Not Required,No,20.0,Low,Pending,Complete,134.38,173.0
AH110954,Rajasthan,Ajmer,Highway,5.41,1.0,Compensation,0.0,0.0,70.1,1.0,41.0,88,2024-03-28,2026-01-07,2026-02-08,3116.0,NHAI,Not Required,Completed,No,1.0,None,Partial,Partial,44.31,61.0
AH110955,Haryana,Hisar,Bridge,5.58,4.0,Notification,1.0,0.0,18.5,1.0,17.0,42,2025-02-09,2025-03-25,2025-07-31,3476.0,State PWD,Completed,Pending,No,24.0,None,Complete,Partial,133.4,154.0
AH110956,Haryana,Karnal,Road Widening,25.51,10.0,Objection,1.0,0.0,29.8,3.0,86.0,129,2025-04-18,2024-05-24,2024-08-12,265.0,State PWD,Not Required,Not Required,Yes,18.0,Low,Partial,Partial,23.15,128.0
AH110957,Uttarakhand,Dehradun,Railway,7.9,5.0,Compensation,1.0,1.0,63.4,2.0,107.0,137,2025-05-30,2024-05-14,2024-08-26,2568.0,District Administration,Completed,Completed,No,6.0,None,Complete,Pending,34.89,19.0
AH110958,Uttarakhand,Dehradun,Highway,19.14,7.0,Compensation,0.0,0.0,53.8,2.0,57.0,105,2025-08-15,2024-04-16,2024-06-10,682.0,State PWD,Completed,Not Required,No,16.0,None,Partial,Partial,158.89,169.0
AH110959,Himachal Pradesh,Solan,Highway,20.5,8.0,Award,0.0,1.0,32.0,3.0,37.0,99,2026-06-17,2025-12-25,2026-05-05,4638.0,NHAI,Completed,Not Required,No,5.0,Low,Complete,Partial,178.34,61.0
