state,district,project_type,land_area_acres,number_of_landowners,acquisition_stage,number_of_objections,number_of_court_cases,compensation_completed_pct,pending_approvals,days_in_current_stage,approximate_delay_days,sanction_amount_lakh,land_acquisition_agency,environmental_clearance,forest_clearance,relocation_required,structures_affected,dispute_severity,payment_status,document_verification_status,project_length_km,last_review_days_ago
Rajasthan,,,22.46,8.0,Award,1.0,2.0,43.0,0.0,106.0,126,4069.0,State PWD,Completed,Completed,Yes,14.0,Medium,Complete,Complete,35.42,61.0
Madhya Pradesh,Bhopal,Road Widening,8.16,5.0,Compensation,0.0,0.0,82.5,0.0,48.0,57,4464.0,District Administration,Completed,Completed,No,8.0,High,Partial,Complete,32.5,79.0
Rajasthan,Kota,Highway,8.45,1.0,Notification,0.0,0.0,9.7,4.0,23.0,64,696.0,NHAI,Completed,Completed,No,10.0,None,Complete,Partial,83.27,27.0
Madhya Pradesh,Jabalpur,Highway,7.07,3.0,Possession,1.0,0.0,93.1,0.0,23.0,0,2509.0,State PWD,Completed,Completed,No,16.0,Low,Complete,Partial,153.94,146.0
Uttarakhand,Nainital,Railway,13.78,6.0,Possession,1.0,0.0,88.0,0.0,34.0,50,3977.0,NHAI,Not Required,Completed,Yes,3.0,Medium,Complete,Partial,101.53,56.0
Rajasthan,Jaipur,,4.49,2.0,Award,1.0,0.0,53.3,2.0,37.0,68,1987.0,NHAI,Pending,Pending,No,27.0,None,Complete,Pending,77.16,141.0
Haryana,Hisar,Highway,6.79,3.0,Notification,0.0,0.0,6.0,0.0,56.0,62,,NHAI,Not Required,Pending,No,26.0,None,Complete,Complete,76.38,39.0
Punjab,Bathinda,Road Widening,18.36,9.0,Compensation,1.0,0.0,61.3,0.0,12.0,23,2738.0,NHAI,Completed,Completed,No,7.0,None,Pending,Complete,59.7,169.0
Haryana,Karnal,Railway,8.85,6.0,Notification,0.0,0.0,5.9,3.0,58.0,100,3891.0,District Administration,Completed,Completed,No,24.0,None,Complete,Partial,61.43,55.0
Rajasthan,Jaipur,Highway,2.7,1.0,Award,0.0,0.0,41.9,1.0,31.0,48,249.0,State PWD,Completed,Not Required,No,20.0,Low,Partial,Partial,120.21,124.0
Uttarakhand,Udham Singh Nagar,Road Widening,8.65,5.0,Compensation,0.0,0.0,64.5,2.0,123.0,134,299.0,State PWD,Completed,Completed,No,28.0,None,Complete,Partial,91.29,96.0
Uttar Pradesh,Lucknow,Highway,18.99,7.0,Notification,1.0,0.0,12.8,1.0,7.0,61,577.0,Special LA Unit,Pending,Pending,Yes,23.0,None,Partial,Complete,167.09,129.0
Rajasthan,Ajmer,Railway,13.18,5.0,Possession,0.0,1.0,,1.0,25.0,52,1739.0,District Administration,Pending,Completed,No,24.0,Low,Partial,Complete,70.47,56.0
Haryana,Karnal,Railway,2.84,5.0,Compensation,0.0,0.0,79.7,1.0,88.0,101,1426.0,NHAI,Pending,Pending,Yes,15.0,None,Pending,Complete,18.84,103.0
Uttar Pradesh,Varanasi,Railway,28.72,8.0,Award,0.0,0.0,43.3,4.0,14.0,76,2432.0,District Administration,Not Required,Completed,Yes,15.0,None,Complete,Pending,63.55,20.0
Rajasthan,Alwar,Highway,9.68,5.0,Award,0.0,0.0,56.5,2.0,46.0,94,1539.0,District Administration,Completed,Completed,No,7.0,Low,Complete,Complete,68.91,35.0
Punjab,Amritsar,Road Widening,15.93,10.0,Possession,0.0,0.0,92.2,0.0,17.0,11,3147.0,District Administration,Completed,Pending,No,6.0,None,Complete,Partial,78.91,4.0
Uttarakhand,Nainital,Highway,29.02,12.0,Award,1.0,1.0,53.1,1.0,39.0,102,1642.0,Special LA Unit,Pending,Completed,No,16.0,None,Complete,Complete,137.84,161.0
Himachal Pradesh,Mandi,Road Widening,10.75,3.0,Possession,2.0,1.0,89.6,1.0,79.0,92,4189.0,District Administration,Completed,Completed,No,27.0,Medium,Partial,Partial,73.99,16.0
Haryana,Karnal,Bridge,2.36,2.0,Notification,0.0,0.0,10.7,1.0,34.0,35,,Special LA Unit,Completed,Completed,No,15.0,None,Complete,Pending,68.12,120.0
Haryana,Sirsa,Highway,53.1,24.0,Objection,3.0,0.0,35.0,0.0,40.0,96,1260.0,District Administration,Completed,Completed,Yes,6.0,None,Partial,Partial,104.88,11.0
Punjab,Moga,Road Widening,1.83,4.0,Award,0.0,0.0,28.2,1.0,43.0,57,4308.0,District Administration,,Not Required,No,18.0,Low,Complete,Pending,139.67,48.0
Rajasthan,Alwar,Highway,9.0,4.0,Notification,0.0,0.0,13.4,1.0,25.0,49,3311.0,NHAI,Not Required,Completed,No,14.0,None,Pending,Partial,136.13,13.0
Madhya Pradesh,Gwalior,Road Widening,35.92,17.0,Award,0.0,0.0,43.2,2.0,103.0,131,287.0,Special LA Unit,Completed,Completed,No,7.0,Low,Partial,Complete,130.24,135.0
Punjab,Patiala,Road Widening,6.6,5.0,Award,0.0,0.0,26.3,2.0,82.0,78,801.0,NHAI,Pending,Completed,No,20.0,Low,Complete,Partial,151.5,172.0
Madhya Pradesh,Gwalior,Highway,6.94,1.0,Objection,1.0,0.0,41.5,3.0,46.0,88,290.0,Special LA Unit,Completed,Not Required,No,10.0,None,Pending,Complete,38.36,85.0
Himachal Pradesh,Kangra,Road Widening,9.93,5.0,Notification,0.0,1.0,8.2,7.0,53.0,124,3986.0,District Administration,Completed,Not Required,No,26.0,None,Partial,Pending,33.72,1.0
Uttar Pradesh,Meerut,Bridge,10.24,8.0,Objection,2.0,1.0,23.4,0.0,37.0,100,3156.0,State PWD,Completed,Not Required,No,25.0,High,Partial,Partial,62.59,59.0
Madhya Pradesh,,Bypass,5.75,3.0,Notification,0.0,0.0,10.3,1.0,,108,4669.0,State PWD,Completed,Not Required,No,26.0,Low,Complete,Pending,160.97,129.0
Himachal Pradesh,Sirmaur,Bridge,6.96,6.0,Objection,2.0,0.0,19.6,2.0,83.0,108,1674.0,NHAI,Not Required,Not Required,No,28.0,Medium,Partial,Complete,18.82,12.0
Uttar Pradesh,Agra,Highway,29.77,9.0,Notification,0.0,0.0,17.1,2.0,17.0,76,284.0,State PWD,Completed,Not Required,No,11.0,None,Partial,Partial,19.69,86.0
Himachal Pradesh,Solan,Bridge,7.6,2.0,Possession,0.0,0.0,91.0,0.0,15.0,25,2321.0,NHAI,Completed,Completed,Yes,22.0,Low,Complete,Partial,117.34,5.0
Rajasthan,Kota,Highway,18.3,10.0,Notification,0.0,0.0,21.8,4.0,54.0,107,445.0,State PWD,Not Required,Pending,No,3.0,None,Partial,Pending,122.54,11.0
Uttar Pradesh,Varanasi,Highway,5.5,5.0,Notification,1.0,1.0,13.9,0.0,16.0,58,765.0,NHAI,Completed,Completed,No,22.0,None,Pending,Complete,113.07,139.0
Uttarakhand,Nainital,Highway,38.74,15.0,Possession,1.0,0.0,85.0,1.0,89.0,78,3948.0,NHAI,Pending,Not Required,No,15.0,High,Complete,Partial,54.83,116.0
Uttarakhand,Udham Singh Nagar,Highway,26.5,12.0,Compensation,0.0,0.0,62.1,3.0,,99,1925.0,District Administration,Completed,Completed,No,10.0,Low,Partial,Complete,127.94,8.0
Himachal Pradesh,Shimla,Railway,11.07,4.0,Objection,1.0,0.0,18.8,3.0,54.0,86,4407.0,NHAI,Completed,Pending,No,27.0,None,Partial,Partial,156.72,3.0
Himachal Pradesh,Sirmaur,Highway,20.6,7.0,Possession,0.0,0.0,89.7,0.0,16.0,10,2593.0,State PWD,Completed,Completed,Yes,11.0,Low,Pending,Complete,102.35,111.0
Uttarakhand,,Road Widening,43.54,18.0,Possession,2.0,1.0,91.9,0.0,73.0,51,3258.0,District Administration,Not Required,Pending,No,8.0,High,Complete,Complete,21.88,62.0
Uttarakhand,Udham Singh Nagar,Highway,5.1,3.0,Compensation,1.0,0.0,69.3,0.0,27.0,53,4178.0,District Administration,Completed,Not Required,No,19.0,Low,Partial,Complete,129.77,120.0
Madhya Pradesh,Jabalpur,Highway,4.87,4.0,Compensation,0.0,0.0,62.9,2.0,87.0,80,2332.0,District Administration,Completed,Pending,Yes,16.0,Low,Partial,Complete,120.32,22.0
Punjab,Firozpur,,16.41,7.0,Compensation,0.0,1.0,82.1,0.0,40.0,70,1633.0,State PWD,Completed,Not Required,No,24.0,Low,Partial,Partial,57.06,24.0
Uttarakhand,Nainital,Road Widening,3.98,2.0,Possession,0.0,0.0,88.5,0.0,70.0,33,3856.0,District Administration,Not Required,Completed,No,4.0,Medium,Complete,Partial,61.55,114.0
Rajasthan,Alwar,Highway,3.19,6.0,Award,0.0,0.0,50.8,2.0,41.0,78,4161.0,District Administration,Pending,Pending,No,30.0,High,Partial,Complete,177.98,92.0
Punjab,Moga,Railway,3.06,1.0,Compensation,1.0,0.0,64.8,0.0,112.0,102,1533.0,NHAI,Not Required,Not Required,No,23.0,None,Complete,Complete,72.95,87.0
Madhya Pradesh,Bhopal,Bypass,13.55,6.0,Notification,1.0,0.0,6.6,0.0,40.0,80,4124.0,Special LA Unit,Pending,Pending,No,10.0,None,Pending,Partial,21.3,32.0
Haryana,Sirsa,Highway,2.12,2.0,Compensation,0.0,0.0,68.1,2.0,130.0,100,4959.0,Special LA Unit,Completed,Pending,No,18.0,Low,Partial,Partial,51.42,73.0
Haryana,Hisar,Highway,8.48,5.0,Possession,1.0,0.0,92.2,0.0,44.0,39,1009.0,State PWD,Completed,Completed,Yes,0.0,None,Partial,Pending,76.26,97.0
Punjab,Amritsar,Bridge,1.0,2.0,Notification,0.0,0.0,5.0,2.0,35.0,62,4247.0,State PWD,Completed,Not Required,Yes,22.0,Medium,Complete,Complete,97.0,11.0
Uttar Pradesh,Varanasi,Highway,17.33,9.0,Objection,2.0,0.0,25.2,1.0,58.0,98,480.0,District Administration,Completed,Completed,Yes,1.0,None,Complete,Partial,82.69,59.0
Madhya Pradesh,Ujjain,Highway,18.34,8.0,Compensation,0.0,0.0,68.7,0.0,85.0,87,4441.0,District Administration,Completed,Completed,No,8.0,Medium,Complete,Partial,142.05,106.0
Rajasthan,Ajmer,Highway,9.97,4.0,Compensation,1.0,0.0,84.3,0.0,93.0,103,4460.0,Special LA Unit,Pending,Completed,No,24.0,Medium,Complete,Complete,153.35,2.0
Madhya Pradesh,Gwalior,Highway,32.6,11.0,Compensation,1.0,0.0,62.4,2.0,68.0,120,4281.0,State PWD,Completed,Completed,Yes,20.0,None,Complete,Complete,131.74,79.0
Rajasthan,Alwar,Bridge,23.48,8.0,Possession,1.0,0.0,88.4,0.0,14.0,54,1776.0,State PWD,Not Required,Completed,No,16.0,High,Complete,Complete,69.76,113.0
Uttarakhand,Haridwar,Bridge,6.09,2.0,Notification,1.0,0.0,10.9,3.0,24.0,91,4667.0,State PWD,Completed,Not Required,No,5.0,None,Complete,Complete,52.05,179.0
Himachal Pradesh,Kangra,Road Widening,5.66,4.0,Compensation,0.0,0.0,84.9,0.0,30.0,36,2791.0,State PWD,Pending,Pending,No,23.0,None,Partial,Pending,162.06,80.0
Haryana,Sirsa,Railway,25.31,10.0,Compensation,0.0,0.0,75.1,0.0,78.0,134,369.0,Special LA Unit,Completed,Not Required,Yes,12.0,None,Partial,Complete,94.59,31.0
Himachal Pradesh,Mandi,Bypass,21.37,10.0,Objection,2.0,0.0,30.3,0.0,11.0,50,4254.0,Special LA Unit,Pending,Pending,No,20.0,None,Complete,Complete,43.75,115.0
Himachal Pradesh,Solan,Road Widening,9.5,2.0,Objection,1.0,1.0,29.4,1.0,50.0,93,,NHAI,Not Required,Not Required,No,26.0,Low,Pending,Partial,15.66,117.0
Rajasthan,Jodhpur,Road Widening,2.68,2.0,Compensation,0.0,0.0,70.0,0.0,194.0,139,1550.0,NHAI,Completed,Completed,Yes,30.0,None,Partial,Pending,47.34,21.0
Haryana,Hisar,Bridge,26.31,12.0,Compensation,1.0,1.0,93.8,2.0,71.0,127,1280.0,NHAI,Completed,Pending,No,15.0,None,Complete,Complete,164.97,64.0
Haryana,Sirsa,Highway,12.64,8.0,Compensation,1.0,0.0,70.3,0.0,54.0,52,2867.0,State PWD,Pending,Completed,No,18.0,Medium,Partial,Partial,162.31,128.0
Madhya Pradesh,Jabalpur,Highway,11.37,3.0,Award,0.0,0.0,29.4,1.0,57.0,104,1827.0,NHAI,Not Required,Completed,No,27.0,None,Complete,Complete,141.38,15.0
Punjab,,Railway,1.07,4.0,Compensation,0.0,0.0,83.1,1.0,34.0,52,3213.0,District Administration,Pending,Completed,No,14.0,Low,Partial,Complete,114.16,171.0
Madhya Pradesh,Jabalpur,Railway,18.78,11.0,Objection,1.0,0.0,25.9,1.0,62.0,97,1884.0,Special LA Unit,Completed,Pending,No,25.0,Low,Partial,Complete,85.66,52.0
Rajasthan,Kota,Highway,11.34,7.0,Objection,2.0,0.0,11.3,3.0,23.0,105,1127.0,District Administration,Pending,Pending,No,23.0,None,Pending,Complete,172.2,144.0
Haryana,Panipat,Highway,7.54,6.0,Compensation,0.0,0.0,61.5,0.0,83.0,64,1200.0,Special LA Unit,Pending,Completed,No,16.0,Medium,Partial,Complete,86.06,27.0
Uttar Pradesh,Agra,Railway,5.86,3.0,Compensation,0.0,0.0,90.5,1.0,66.0,74,3305.0,NHAI,Completed,Not Required,No,30.0,High,Partial,Complete,148.18,152.0
Madhya Pradesh,Jabalpur,Road Widening,13.12,4.0,Compensation,0.0,0.0,86.1,1.0,61.0,74,2220.0,District Administration,Pending,Not Required,No,10.0,None,Partial,Complete,79.74,13.0
Haryana,Rohtak,Bypass,17.77,8.0,Award,0.0,0.0,43.3,0.0,55.0,84,125.0,District Administration,Completed,Not Required,No,29.0,Medium,Complete,Partial,170.77,41.0
Punjab,Ludhiana,Bypass,8.63,5.0,Compensation,0.0,,72.4,2.0,142.0,115,2552.0,State PWD,Completed,Pending,No,23.0,None,Pending,Pending,82.64,131.0
Uttar Pradesh,Agra,Highway,19.21,7.0,Possession,1.0,0.0,91.1,0.0,28.0,59,3949.0,District Administration,Completed,Pending,No,17.0,None,Partial,Complete,5.87,41.0
Madhya Pradesh,Ujjain,Road Widening,4.48,4.0,Award,1.0,1.0,43.9,1.0,97.0,123,785.0,NHAI,Pending,Completed,No,23.0,Low,Complete,Partial,77.17,62.0
Rajasthan,Jodhpur,Road Widening,6.86,6.0,Compensation,,0.0,88.6,1.0,48.0,65,1258.0,District Administration,Completed,Completed,No,8.0,None,Complete,Partial,132.8,60.0
Madhya Pradesh,Indore,Highway,21.4,11.0,Possession,1.0,0.0,91.7,1.0,54.0,69,1829.0,Special LA Unit,Completed,Completed,No,16.0,High,Complete,Partial,71.79,129.0
Uttarakhand,Nainital,Highway,8.47,4.0,Objection,3.0,0.0,21.5,1.0,67.0,105,4639.0,State PWD,Pending,Not Required,No,22.0,None,Partial,Complete,96.83,1.0
Uttarakhand,Nainital,Highway,51.38,15.0,Compensation,1.0,0.0,82.0,2.0,59.0,102,1773.0,NHAI,Completed,Pending,No,4.0,Low,Complete,Partial,42.78,94.0
Madhya Pradesh,Bhopal,Bypass,15.11,4.0,Compensation,0.0,0.0,80.3,0.0,56.0,89,4196.0,NHAI,Completed,Completed,No,30.0,None,Partial,Pending,37.62,132.0
Rajasthan,Ajmer,Bypass,4.42,3.0,Award,0.0,0.0,39.0,1.0,52.0,95,3389.0,State PWD,Not Required,Completed,No,9.0,None,Complete,Complete,140.24,7.0
Uttarakhand,Haridwar,Highway,3.15,3.0,Possession,0.0,0.0,90.2,0.0,70.0,52,4960.0,Special LA Unit,Pending,Completed,No,23.0,Low,Complete,Partial,148.02,158.0
Uttarakhand,Nainital,Bypass,23.26,7.0,Notification,1.0,0.0,20.5,4.0,24.0,92,2924.0,Special LA Unit,Completed,Completed,No,14.0,None,Pending,Pending,33.49,19.0
Rajasthan,Alwar,Road Widening,7.13,4.0,Notification,0.0,0.0,5.8,1.0,14.0,52,1618.0,District Administration,Completed,Not Required,Yes,26.0,Medium,Complete,Complete,109.21,66.0
Haryana,Karnal,Highway,26.03,12.0,Objection,1.0,0.0,17.4,2.0,29.0,72,3594.0,State PWD,Completed,Not Required,No,29.0,High,Partial,Complete,85.54,119.0
Rajasthan,Udaipur,Highway,7.54,4.0,Possession,0.0,0.0,83.3,0.0,,65,497.0,State PWD,Pending,Not Required,Yes,3.0,None,Partial,Pending,8.26,141.0
Haryana,Ambala,Bypass,14.67,5.0,Award,0.0,0.0,32.4,0.0,64.0,86,3930.0,Special LA Unit,Completed,Pending,No,23.0,None,Pending,Complete,25.58,47.0
Uttarakhand,Udham Singh Nagar,Highway,8.98,2.0,Compensation,0.0,0.0,75.8,1.0,75.0,91,1208.0,District Administration,Completed,Not Required,No,17.0,None,Complete,Pending,58.86,4.0
Punjab,Patiala,Railway,14.84,8.0,Objection,3.0,0.0,24.4,1.0,78.0,94,3351.0,Special LA Unit,Not Required,Completed,No,24.0,None,Complete,Pending,107.06,101.0
Uttarakhand,Udham Singh Nagar,Road Widening,22.2,,Award,2.0,0.0,34.8,2.0,60.0,111,2921.0,State PWD,Pending,Pending,No,27.0,None,Complete,Complete,128.96,38.0
Punjab,Bathinda,Road Widening,12.14,9.0,Award,2.0,0.0,40.6,1.0,27.0,50,1244.0,Special LA Unit,Not Required,Pending,No,6.0,Low,Partial,Complete,87.28,134.0
Uttar Pradesh,Varanasi,Highway,20.94,9.0,Objection,2.0,1.0,19.3,3.0,42.0,140,2432.0,State PWD,Pending,Not Required,Yes,26.0,None,Pending,Complete,6.26,105.0
Punjab,Bathinda,Highway,2.82,3.0,Award,0.0,0.0,47.4,5.0,58.0,99,2535.0,District Administration,Not Required,Completed,No,4.0,None,Complete,Complete,121.06,68.0
Madhya Pradesh,Ujjain,Bridge,17.0,9.0,Objection,1.0,0.0,33.5,1.0,13.0,64,3846.0,Special LA Unit,Completed,Completed,Yes,9.0,Low,Complete,Complete,171.37,37.0
Madhya Pradesh,Gwalior,Highway,12.18,5.0,Notification,0.0,0.0,21.0,1.0,15.0,51,2359.0,State PWD,Completed,Completed,No,30.0,Medium,Complete,Complete,89.1,4.0
Punjab,Ludhiana,Highway,9.56,5.0,Award,0.0,0.0,49.5,1.0,37.0,68,337.0,Special LA Unit,Completed,Not Required,No,6.0,Low,Pending,Complete,124.68,108.0
Madhya Pradesh,Ujjain,Highway,1.56,1.0,Compensation,0.0,0.0,83.3,2.0,96.0,103,416.0,District Administration,Completed,Completed,No,8.0,Low,Complete,Complete,60.98,133.0
Rajasthan,Udaipur,Railway,2.89,1.0,Notification,0.0,0.0,21.3,0.0,24.0,28,3339.0,State PWD,Not Required,Completed,No,23.0,None,Partial,Partial,110.54,110.0
Punjab,Hoshiarpur,Highway,14.49,5.0,Award,0.0,0.0,27.3,1.0,30.0,80,4477.0,Special LA Unit,Pending,Not Required,No,20.0,Medium,Partial,Partial,141.75,159.0
Uttarakhand,Udham Singh Nagar,Railway,16.13,6.0,Award,0.0,1.0,34.5,0.0,107.0,123,2204.0,State PWD,Completed,Not Required,No,25.0,None,Complete,Complete,78.4,2.0
Uttarakhand,Haridwar,Highway,16.91,11.0,Possession,0.0,0.0,95.6,0.0,99.0,63,502.0,District Administration,Completed,Pending,No,23.0,Medium,Complete,Complete,129.99,70.0
Uttar Pradesh,Kanpur Nagar,Road Widening,11.87,4.0,Compensation,0.0,0.0,59.3,3.0,59.0,55,896.0,NHAI,Pending,Completed,No,7.0,None,Partial,Complete,126.28,143.0
Uttarakhand,Udham Singh Nagar,Bypass,4.31,4.0,Possession,0.0,0.0,91.2,0.0,42.0,56,4883.0,Special LA Unit,Completed,Completed,Yes,16.0,None,Complete,Complete,84.28,140.0
Uttar Pradesh,Lucknow,Road Widening,4.98,3.0,Award,0.0,0.0,44.3,2.0,26.0,59,3531.0,Special LA Unit,Pending,Completed,No,1.0,Medium,Complete,Complete,162.03,153.0
Haryana,Sirsa,Road Widening,1.99,1.0,Compensation,0.0,0.0,57.8,1.0,66.0,68,207.0,Special LA Unit,Not Required,Completed,No,2.0,None,Complete,Pending,2.6,102.0
Haryana,Hisar,Railway,13.28,7.0,Notification,0.0,0.0,12.4,3.0,85.0,99,1334.0,Special LA Unit,Pending,Completed,No,24.0,Low,Pending,Pending,144.52,177.0
Punjab,Jalandhar,Railway,60.33,22.0,Compensation,1.0,,58.9,1.0,133.0,134,3661.0,District Administration,Completed,Not Required,No,10.0,Medium,Complete,Partial,134.23,118.0
Himachal Pradesh,Mandi,Highway,11.04,4.0,Award,0.0,0.0,31.1,1.0,100.0,116,3176.0,District Administration,Pending,Completed,Yes,15.0,None,Pending,Complete,27.01,107.0
Uttar Pradesh,Kanpur Nagar,Road Widening,6.26,5.0,Compensation,0.0,0.0,81.8,1.0,59.0,72,1473.0,Special LA Unit,Pending,Pending,No,28.0,None,Complete,Partial,61.39,142.0
Rajasthan,Ajmer,Highway,12.2,5.0,Possession,2.0,1.0,96.1,,54.0,75,3495.0,District Administration,Not Required,Completed,No,21.0,None,Complete,Complete,58.09,12.0
Haryana,Karnal,Highway,10.64,5.0,Compensation,1.0,0.0,80.3,1.0,115.0,122,4528.0,State PWD,Completed,Completed,No,17.0,Medium,Complete,Complete,169.39,33.0
Himachal Pradesh,Mandi,Highway,2.73,2.0,Notification,0.0,0.0,22.4,3.0,30.0,72,4505.0,NHAI,Pending,Completed,No,17.0,Low,Complete,Complete,107.7,28.0
Uttar Pradesh,Prayagraj,Highway,14.82,6.0,Compensation,1.0,0.0,94.3,2.0,43.0,65,4128.0,Special LA Unit,Pending,Completed,No,29.0,None,Complete,Complete,9.41,121.0
Haryana,Hisar,Highway,10.89,3.0,Compensation,,0.0,75.0,1.0,75.0,63,1803.0,NHAI,Completed,Completed,No,11.0,Medium,Complete,Partial,152.11,136.0
Madhya Pradesh,Gwalior,Railway,10.33,6.0,Notification,0.0,0.0,6.9,1.0,6.0,43,173.0,Special LA Unit,Completed,Completed,No,5.0,None,Complete,Complete,116.22,8.0
Madhya Pradesh,Jabalpur,Road Widening,64.72,25.0,Notification,2.0,0.0,19.0,3.0,37.0,114,1984.0,Special LA Unit,Completed,Completed,No,28.0,None,Complete,Partial,13.05,150.0
Uttarakhand,Nainital,Highway,10.96,7.0,Compensation,0.0,0.0,68.5,0.0,44.0,65,158.0,NHAI,Not Required,Completed,No,2.0,Medium,Pending,Pending,121.22,9.0
Madhya Pradesh,Bhopal,Highway,56.22,22.0,Objection,2.0,1.0,20.5,2.0,62.0,138,2872.0,Special LA Unit,Completed,Completed,No,26.0,None,Complete,Partial,49.73,65.0
Haryana,Ambala,Road Widening,5.91,5.0,Notification,0.0,0.0,10.4,0.0,66.0,82,3035.0,District Administration,Completed,Completed,No,20.0,None,Partial,Complete,115.77,95.0
Punjab,Hoshiarpur,Road Widening,3.31,3.0,Possession,0.0,0.0,87.5,0.0,44.0,21,1741.0,State PWD,Completed,Not Required,No,5.0,Low,Complete,Pending,133.33,75.0
Madhya Pradesh,Bhopal,Railway,6.0,6.0,Possession,0.0,0.0,94.7,0.0,66.0,63,790.0,District Administration,Completed,Not Required,No,8.0,High,Complete,Complete,125.79,173.0
Rajasthan,Udaipur,Highway,32.37,11.0,Award,0.0,0.0,59.2,2.0,42.0,91,2647.0,State PWD,Pending,Completed,No,12.0,None,Complete,Pending,177.05,58.0
Himachal Pradesh,Solan,Bypass,6.27,2.0,Possession,0.0,0.0,88.6,0.0,38.0,39,120.0,Special LA Unit,Completed,Not Required,No,17.0,Low,Complete,Complete,117.34,86.0
Uttar Pradesh,Prayagraj,Highway,3.55,6.0,Possession,1.0,0.0,92.5,0.0,34.0,38,1417.0,State PWD,Completed,Completed,No,15.0,High,Complete,Partial,10.62,92.0
Punjab,Ludhiana,Road Widening,15.95,8.0,Compensation,0.0,0.0,88.7,0.0,96.0,82,4840.0,NHAI,Completed,Not Required,No,11.0,None,Complete,Partial,41.79,29.0
Punjab,Moga,Highway,8.62,8.0,Compensation,2.0,0.0,74.9,0.0,45.0,81,4575.0,State PWD,Completed,Completed,Yes,16.0,Medium,Partial,Complete,18.56,125.0
Haryana,Panipat,Highway,19.46,9.0,Possession,1.0,0.0,88.7,0.0,122.0,67,3182.0,District Administration,Pending,Completed,No,7.0,Medium,Pending,Complete,139.73,53.0
Rajasthan,Jodhpur,Bridge,6.75,3.0,Compensation,0.0,0.0,85.4,3.0,140.0,137,1901.0,State PWD,Not Required,Completed,No,0.0,Medium,Partial,Complete,119.02,16.0
Himachal Pradesh,Solan,Bypass,5.45,7.0,Objection,2.0,0.0,28.7,1.0,23.0,72,103.0,District Administration,Completed,Completed,Yes,2.0,Medium,Partial,Partial,68.68,28.0
Uttarakhand,Haridwar,Highway,48.93,16.0,Objection,2.0,0.0,31.7,6.0,50.0,140,3267.0,Special LA Unit,Completed,Pending,No,10.0,None,Complete,Complete,9.94,23.0
Madhya Pradesh,Ujjain,Highway,5.88,5.0,Award,0.0,1.0,44.1,1.0,236.0,183,2478.0,State PWD,Completed,Completed,No,17.0,None,Partial,Partial,90.4,176.0
Punjab,Firozpur,,5.87,1.0,Objection,1.0,0.0,24.8,1.0,56.0,69,3581.0,Special LA Unit,Completed,Not Required,No,3.0,None,Partial,Partial,159.99,59.0
Punjab,Bathinda,Highway,17.68,10.0,Notification,0.0,0.0,15.9,1.0,19.0,42,829.0,Special LA Unit,Completed,Completed,No,1.0,None,Complete,Complete,82.15,67.0
Punjab,Amritsar,Bridge,1.12,1.0,Award,0.0,0.0,41.7,1.0,3.0,20,4160.0,Special LA Unit,Not Required,Completed,No,23.0,None,Partial,Complete,162.62,92.0
Uttar Pradesh,Lucknow,Highway,22.26,9.0,Objection,1.0,0.0,25.9,3.0,70.0,105,4035.0,District Administration,Completed,Completed,No,22.0,None,Partial,Complete,158.26,158.0
Uttarakhand,Nainital,Highway,54.61,19.0,Notification,0.0,0.0,13.7,4.0,31.0,119,2169.0,Special LA Unit,Completed,Not Required,Yes,15.0,None,Complete,Complete,168.29,5.0
Madhya Pradesh,Indore,Highway,24.91,11.0,Possession,2.0,1.0,90.6,0.0,62.0,83,191.0,State PWD,Not Required,Completed,No,8.0,None,Complete,Pending,49.95,126.0
Rajasthan,Jodhpur,Road Widening,4.93,3.0,Notification,0.0,0.0,5.0,0.0,51.0,76,2358.0,State PWD,Pending,Completed,Yes,19.0,None,Complete,Partial,56.72,21.0
Madhya Pradesh,Gwalior,Highway,6.46,6.0,Compensation,0.0,0.0,58.3,1.0,62.0,71,1886.0,Special LA Unit,Completed,Pending,No,4.0,Medium,Complete,Pending,118.98,112.0
Rajasthan,Jodhpur,Highway,12.61,5.0,Compensation,0.0,0.0,88.1,3.0,57.0,107,3816.0,Special LA Unit,Pending,Completed,No,0.0,Low,Partial,Pending,108.99,88.0
Rajasthan,Udaipur,Bridge,16.29,5.0,Possession,0.0,0.0,94.5,0.0,118.0,91,1228.0,NHAI,Pending,Pending,No,25.0,Low,Pending,Complete,123.27,124.0
Punjab,Firozpur,Highway,47.08,17.0,Objection,1.0,1.0,24.9,2.0,21.0,96,139.0,State PWD,Not Required,Completed,No,23.0,None,Complete,Complete,126.28,141.0
Haryana,Sirsa,Road Widening,45.31,20.0,Objection,5.0,1.0,15.1,3.0,8.0,133,4905.0,State PWD,Completed,Not Required,Yes,27.0,None,Partial,Complete,83.76,71.0
Madhya Pradesh,Ujjain,Highway,9.94,7.0,Compensation,1.0,0.0,80.0,1.0,139.0,134,1244.0,Special LA Unit,Completed,Not Required,No,25.0,Low,Partial,Pending,104.64,171.0
Uttar Pradesh,Lucknow,Road Widening,7.6,6.0,Compensation,0.0,0.0,71.0,2.0,96.0,96,436.0,State PWD,Pending,Completed,No,3.0,None,Complete,Pending,69.47,73.0
