Case ID,State,District,Project Type,Land Area (Acres),Number of Landowners,Acquisition Stage,Number of Objections,Number of Court Cases,Compensation Completed (%),Pending Approvals,Days in Current Stage,Approximate Delay Days,Notification_3A_Date,Sanction_Date,Notification_3D_Date,Sanction_Amount_Lakh,Land_Acquisition_Agency,Environmental_Clearance,Forest_Clearance,Relocation_Required,Structures_Affected,Dispute_Severity,Payment_Status,Document_Verification_Status,Project_Length_Km,Last_Review_Days_Ago
AH114403,Madhya Pradesh,Jabalpur,Bridge,1.46,2.0,Notification,0.0,0.0,9.7,1.0,19.0,54,05-11-2024,13-08-2025,29-01-2026,2572.0,District Administration,Completed,Completed,No,20,Medium,Pending,Complete,57.91,31
AH114404,Himachal Pradesh,Kangra,Bridge,3.01,2.0,Notification,0.0,0.0,13.8,5.0,49.0,122,02-03-2026,06-04-2025,22-05-2025,4159.0,State PWD,Completed,Pending,No,30,High,Complete,Pending,13.15,54
AH114405,Rajasthan,Kota,Bypass,23.57,10.0,Notification,1.0,0.0,6.4,2.0,6.0,86,06-01-2024,13-06-2025,05-08-2025,1786.0,State PWD,Completed,Pending,No,5,Medium,Complete,Pending,16.96,27
AH114406,Haryana,Karnal,Bypass,5.38,5.0,Compensation,0.0,0.0,53.3,3.0,101.0,98,30-04-2025,24-03-2024,23-06-2024,4718.0,Special LA Unit,Completed,Completed,Yes,17,None,Complete,Partial,115.26,66
AH114407,Himachal Pradesh,Mandi,Road Widening,31.9,11.0,Compensation,0.0,1.0,67.6,2.0,73.0,111,02-06-2026,16-01-2024,03-05-2024,2861.0,State PWD,Completed,Completed,Yes,1,None,Pending,Partial,42.26,156
AH114408,Himachal Pradesh,Sirmaur,Highway,6.5,5.0,Notification,0.0,0.0,2.5,1.0,9.0,42,26-02-2026,29-06-2025,23-11-2025,4010.0,Special LA Unit,Pending,Not Required,No,16,Low,Partial,Pending,90.91,70
AH114409,Uttarakhand,Dehradun,Road Widening,18.05,11.0,Objection,2.0,0.0,42.3,1.0,39.0,66,29-06-2025,28-06-2024,15-08-2024,3379.0,NHAI,Completed,Completed,No,9,None,Partial,Pending,146.1,155
AH114410,Himachal Pradesh,Sirmaur,Highway,9.63,2.0,Award,0.0,0.0,34.6,3.0,161.0,140,17-06-2026,06-07-2025,21-08-2025,4622.0,State PWD,Not Required,Not Required,No,8,Medium,Complete,Complete,94.31,138
AH114411,Madhya Pradesh,Indore,Railway,20.74,9.0,Notification,0.0,0.0,18.1,1.0,36.0,90,28-12-2024,24-01-2024,21-06-2024,2816.0,NHAI,Completed,Pending,No,19,Low,Pending,Partial,27.53,87
AH114412,Uttarakhand,Haridwar,Road Widening,9.63,5.0,Compensation,1.0,3.0,65.0,1.0,64.0,118,04-07-2025,22-12-2025,13-04-2026,4243.0,Special LA Unit,Not Required,Pending,No,1,Low,Partial,Pending,158.03,20
AH114413,Haryana,Panipat,,14.31,8.0,Award,0.0,0.0,49.7,1.0,54.0,70,04-05-2025,26-10-2024,25-01-2025,4667.0,Special LA Unit,Pending,Completed,No,15,High,Pending,Complete,57.55,107
AH114414,Rajasthan,Udaipur,Road Widening,33.99,15.0,Compensation,2.0,1.0,89.9,1.0,156.0,150,12-02-2024,10-02-2025,14-04-2025,3812.0,NHAI,Not Required,Not Required,No,22,Low,Partial,Complete,154.18,36
AH114415,Rajasthan,Udaipur,Road Widening,17.82,10.0,Compensation,1.0,0.0,61.1,1.0,121.0,112,06-02-2024,06-11-2024,20-03-2025,1802.0,District Administration,Pending,Pending,No,29,None,Pending,Complete,170.16,62
AH114416,Himachal Pradesh,Kangra,Railway,6.65,4.0,Possession,1.0,0.0,99.5,0.0,72.0,77,18-03-2026,11-01-2025,10-06-2025,500.0,Special LA Unit,Completed,Pending,No,29,None,Complete,Partial,29.67,172
AH114417,Uttar Pradesh,Prayagraj,Bypass,2.43,1.0,Compensation,2.0,0.0,85.3,,87.0,112,05-06-2024,22-04-2025,26-05-2025,2079.0,District Administration,Pending,Not Required,No,4,Medium,Pending,Partial,173.9,143
AH114418,Madhya Pradesh,Jabalpur,Highway,10.89,4.0,Notification,0.0,0.0,2.9,3.0,30.0,95,15-11-2024,04-08-2025,11-09-2025,,District Administration,Not Required,Completed,No,1,None,Complete,Complete,178.03,109
AH114419,Uttarakhand,Nainital,Bypass,17.21,10.0,Notification,0.0,0.0,17.2,2.0,86.0,106,15-07-2025,12-09-2025,05-02-2026,4301.0,State PWD,Pending,Completed,No,28,None,Complete,Partial,29.56,134
AH114420,Uttarakhand,Haridwar,Highway,13.61,5.0,Award,1.0,1.0,42.3,2.0,21.0,76,01-06-2025,10-06-2026,19-11-2026,3856.0,NHAI,Not Required,Not Required,Yes,25,Low,Complete,Complete,177.08,1
AH114421,Haryana,Panipat,Highway,5.66,4.0,Notification,0.0,0.0,16.4,3.0,42.0,79,07-04-2025,10-06-2024,13-08-2024,3205.0,Special LA Unit,Completed,Completed,No,14,Low,Partial,Partial,166.01,126
AH114422,Himachal Pradesh,Solan,Road Widening,13.58,8.0,Award,1.0,0.0,35.9,2.0,96.0,128,31-05-2026,23-02-2026,08-07-2026,2705.0,Special LA Unit,Not Required,Not Required,No,12,Low,Complete,Complete,138.3,97
AH114423,Punjab,Hoshiarpur,Bypass,20.92,10.0,Possession,2.0,0.0,91.5,0.0,63.0,90,09-12-2025,25-06-2025,28-11-2025,4833.0,Special LA Unit,Not Required,Completed,No,29,Low,Complete,Complete,18.54,126
AH114424,Himachal Pradesh,,Bridge,39.04,17.0,Objection,3.0,0.0,24.6,0.0,67.0,125,27-04-2026,05-10-2024,20-11-2024,1257.0,NHAI,Not Required,Not Required,No,14,None,Complete,Complete,179.97,51
AH114425,Uttarakhand,Haridwar,Highway,9.85,5.0,Compensation,1.0,2.0,63.8,1.0,131.0,153,15-08-2025,05-04-2026,01-06-2026,3971.0,District Administration,Pending,Not Required,No,5,Medium,Partial,Complete,27.73,43
AH114426,Himachal Pradesh,Sirmaur,Railway,96.39,36.0,Objection,3.0,0.0,18.2,2.0,48.0,166,31-05-2026,28-09-2025,16-11-2025,2779.0,State PWD,Not Required,Not Required,No,7,Low,Complete,Partial,80.79,128
AH114427,Uttarakhand,Dehradun,Bypass,41.07,19.0,Notification,1.0,0.0,17.2,4.0,13.0,108,25-06-2025,15-06-2024,10-11-2024,2588.0,State PWD,Pending,Pending,Yes,8,None,Complete,Complete,86.5,155
AH114428,Haryana,Panipat,Bridge,13.78,10.0,Notification,0.0,0.0,13.6,3.0,62.0,101,02-05-2025,06-06-2024,29-10-2024,2026.0,State PWD,Completed,Pending,Yes,18,Medium,Complete,Complete,143.36,170
AH114429,Punjab,Amritsar,Highway,14.92,9.0,Notification,2.0,0.0,7.9,1.0,50.0,71,03-01-2026,16-08-2025,05-10-2025,3191.0,NHAI,Not Required,Not Required,Yes,11,None,Complete,Pending,115.52,82
AH114430,Himachal Pradesh,Sirmaur,Highway,38.88,16.0,Objection,3.0,1.0,25.4,3.0,21.0,137,20-02-2026,18-10-2025,13-12-2025,4999.0,District Administration,Completed,Completed,No,9,High,Partial,Complete,152.92,41
AH114431,Rajasthan,Jaipur,Road Widening,5.27,2.0,Possession,0.0,0.0,92.5,0.0,22.0,27,02-03-2024,11-02-2024,19-06-2024,2060.0,District Administration,Not Required,Not Required,No,3,None,Partial,Complete,137.41,123
AH114432,Himachal Pradesh,Sirmaur,Bridge,6.04,4.0,Compensation,0.0,0.0,74.2,1.0,128.0,115,30-03-2026,19-07-2025,30-12-2025,609.0,Special LA Unit,Completed,Not Required,No,4,None,Complete,Complete,21.44,5
AH114433,Uttarakhand,Nainital,,4.0,2.0,Notification,0.0,0.0,8.9,2.0,19.0,62,13-09-2025,23-04-2025,16-09-2025,681.0,Special LA Unit,Completed,Completed,No,5,None,Complete,Complete,91.9,52
AH114434,Himachal Pradesh,Solan,Road Widening,9.61,7.0,Notification,0.0,0.0,18.4,0.0,62.0,56,18-03-2026,22-05-2026,16-07-2026,925.0,District Administration,Completed,Completed,No,3,Low,Complete,Complete,113.91,29
AH114435,Punjab,Amritsar,Bridge,5.75,4.0,Possession,3.0,0.0,87.8,0.0,53.0,47,06-10-2025,29-10-2025,24-01-2026,,Special LA Unit,Pending,Not Required,No,12,None,Partial,Partial,92.46,85
AH114436,Himachal Pradesh,Solan,Highway,8.83,5.0,Notification,0.0,0.0,16.7,3.0,17.0,86,14-04-2026,29-03-2026,07-05-2026,70.0,State PWD,Completed,Completed,No,20,None,Partial,Complete,89.22,12
AH114437,Uttar Pradesh,Lucknow,Road Widening,11.59,5.0,Objection,1.0,0.0,29.6,2.0,122.0,134,04-09-2024,31-01-2024,06-04-2024,1443.0,NHAI,Pending,Completed,No,17,None,Complete,Complete,146.27,40
AH114438,Uttar Pradesh,Meerut,Bridge,3.7,1.0,Compensation,0.0,0.0,59.4,0.0,88.0,84,17-06-2024,18-11-2025,12-03-2026,3490.0,Special LA Unit,Completed,Completed,No,3,None,Pending,Partial,165.0,49
AH114439,Uttar Pradesh,Kanpur Nagar,Highway,38.14,17.0,Compensation,2.0,1.0,82.0,2.0,105.0,139,25-06-2024,27-10-2024,16-01-2025,3406.0,State PWD,Pending,Not Required,No,17,None,Complete,Partial,127.61,167
AH114440,Uttar Pradesh,Prayagraj,Highway,32.89,13.0,Objection,1.0,1.0,18.9,2.0,24.0,86,14-08-2024,13-05-2025,11-09-2025,3361.0,State PWD,Completed,Completed,No,14,None,Pending,Complete,167.68,76
AH114441,Uttar Pradesh,Agra,Highway,8.08,6.0,Compensation,1.0,1.0,57.9,0.0,99.0,92,11-07-2024,01-03-2026,14-05-2026,3362.0,State PWD,Completed,Completed,No,0,None,Partial,Partial,25.22,99
AH114442,Haryana,Sirsa,Road Widening,42.08,16.0,Award,0.0,0.0,25.7,2.0,63.0,104,01-02-2025,21-02-2026,15-06-2026,425.0,Special LA Unit,Completed,Completed,Yes,5,Medium,Partial,Complete,175.85,178
AH114443,Uttar Pradesh,Varanasi,,16.61,10.0,Compensation,0.0,0.0,68.0,3.0,87.0,108,27-06-2024,21-07-2024,22-11-2024,4689.0,State PWD,Completed,Pending,No,24,None,Partial,Complete,14.52,17
AH114444,Uttar Pradesh,Varanasi,Highway,30.39,11.0,Notification,0.0,0.0,5.1,3.0,45.0,95,22-05-2024,04-08-2024,02-10-2024,1523.0,District Administration,Pending,Completed,No,8,None,Partial,Partial,94.23,136
AH114445,Haryana,Rohtak,Highway,3.77,2.0,Possession,1.0,1.0,92.7,1.0,45.0,53,16-04-2025,12-10-2025,17-11-2025,443.0,District Administration,Completed,Completed,No,9,None,Pending,Partial,148.98,162
AH114446,Punjab,Firozpur,Road Widening,8.97,4.0,Compensation,0.0,0.0,71.0,0.0,128.0,92,15-12-2025,01-03-2026,20-05-2026,4067.0,District Administration,Pending,Completed,No,5,Low,Complete,Partial,141.28,136
AH114447,Rajasthan,Kota,Bypass,20.37,6.0,Notification,2.0,0.0,15.1,2.0,47.0,95,02-05-2024,05-07-2025,10-08-2025,2364.0,District Administration,Pending,Pending,No,22,Medium,Partial,Complete,156.66,135
AH114448,Haryana,Karnal,Road Widening,10.39,6.0,Compensation,0.0,1.0,68.2,1.0,120.0,118,05-04-2025,19-02-2024,12-04-2024,1764.0,NHAI,Completed,Completed,No,12,None,Complete,Complete,137.02,59
AH114449,Uttarakhand,Dehradun,Railway,10.28,6.0,Award,0.0,0.0,32.0,1.0,42.0,68,16-08-2025,27-05-2024,08-08-2024,2023.0,Special LA Unit,Not Required,Pending,No,8,None,Pending,Complete,98.87,76
AH114450,Uttarakhand,Nainital,Bridge,10.87,6.0,Possession,1.0,0.0,88.2,1.0,39.0,43,27-09-2025,05-11-2025,24-01-2026,2936.0,State PWD,Pending,Not Required,Yes,14,None,Complete,Complete,155.17,14
AH114451,Rajasthan,Ajmer,Railway,16.4,11.0,Notification,1.0,0.0,16.8,1.0,15.0,78,04-04-2024,29-10-2025,08-01-2026,2660.0,NHAI,Completed,Pending,No,8,Medium,Complete,Partial,162.37,50
AH114452,Punjab,Firozpur,Road Widening,13.13,4.0,Objection,1.0,2.0,38.1,2.0,40.0,91,22-10-2025,17-03-2026,24-04-2026,118.0,NHAI,,Completed,No,15,None,Partial,Complete,117.98,1
AH114453,Rajasthan,Kota,Highway,44.9,14.0,Compensation,1.0,0.0,62.9,0.0,104.0,109,25-01-2024,23-04-2025,18-06-2025,641.0,State PWD,Completed,Completed,No,18,Medium,Pending,Complete,146.92,107
AH114454,Uttar Pradesh,Kanpur Nagar,Highway,5.15,1.0,Objection,3.0,,19.3,1.0,40.0,110,01-08-2024,19-01-2025,30-06-2025,4739.0,District Administration,Completed,Not Required,Yes,2,Medium,Partial,Pending,149.26,101
AH114455,Madhya Pradesh,Indore,Highway,12.94,6.0,Objection,1.0,0.0,24.6,3.0,17.0,72,14-10-2024,10-04-2024,25-08-2024,2482.0,District Administration,Completed,Completed,No,0,Low,Complete,Partial,11.0,155
AH114456,Punjab,Moga,Road Widening,21.72,11.0,Compensation,0.0,0.0,61.5,1.0,43.0,64,06-02-2026,04-12-2025,10-03-2026,4942.0,Special LA Unit,Completed,Not Required,No,24,None,Complete,Complete,156.47,178
AH114457,Uttar Pradesh,Agra,Bridge,4.15,3.0,Compensation,0.0,0.0,52.1,4.0,,92,21-06-2024,04-05-2026,06-06-2026,3302.0,Special LA Unit,Completed,Completed,No,3,High,Pending,Complete,79.83,107
AH114458,Punjab,Patiala,Highway,8.92,4.0,Award,0.0,0.0,52.2,1.0,122.0,92,05-12-2025,10-02-2024,03-05-2024,3700.0,State PWD,Completed,Pending,No,3,None,Partial,Partial,14.69,176
AH114459,Himachal Pradesh,,Highway,13.84,9.0,Award,1.0,0.0,27.7,1.0,54.0,110,08-06-2026,18-03-2025,02-09-2025,1603.0,Special LA Unit,Completed,Completed,No,30,None,Complete,Partial,36.12,2
AH114460,Himachal Pradesh,Shimla,Bypass,42.84,16.0,Compensation,0.0,0.0,77.7,0.0,76.0,100,13-05-2026,15-11-2024,15-04-2025,4197.0,District Administration,Pending,Not Required,Yes,27,None,Pending,Partial,47.95,25
AH114461,Madhya Pradesh,Jabalpur,Bridge,13.41,4.0,Possession,0.0,0.0,99.1,0.0,51.0,6,29-09-2024,01-11-2025,24-03-2026,3269.0,Special LA Unit,Completed,Completed,No,14,None,Complete,Complete,48.12,56
AH114462,Rajasthan,Ajmer,Railway,22.74,11.0,Compensation,,0.0,76.5,1.0,100.0,145,27-03-2024,18-11-2025,24-01-2026,3771.0,NHAI,Completed,Not Required,No,2,Medium,Complete,Pending,160.46,144
AH114463,Uttar Pradesh,Varanasi,Highway,24.05,11.0,Compensation,1.0,0.0,50.5,3.0,,80,18-07-2024,14-07-2024,12-10-2024,1365.0,District Administration,Completed,Completed,No,25,None,Complete,Complete,169.44,115
AH114464,Punjab,Firozpur,Road Widening,1.15,2.0,Compensation,2.0,1.0,74.7,1.0,47.0,66,22-11-2025,06-05-2026,09-06-2026,2953.0,District Administration,Completed,Completed,Yes,28,Medium,Partial,Complete,131.82,147
AH114465,Uttar Pradesh,Lucknow,Highway,12.79,9.0,Objection,2.0,1.0,19.6,1.0,27.0,100,26-06-2024,03-05-2024,08-10-2024,1878.0,NHAI,Pending,Completed,No,25,Medium,Pending,Complete,148.41,81
AH114466,Uttarakhand,Haridwar,Road Widening,8.25,4.0,Award,0.0,1.0,20.4,1.0,121.0,118,04-08-2025,04-12-2025,19-01-2026,4549.0,District Administration,Pending,Not Required,No,29,Low,Pending,Partial,45.77,132
AH114467,Madhya Pradesh,Jabalpur,Road Widening,42.85,17.0,Compensation,3.0,0.0,74.1,0.0,58.0,119,02-12-2024,29-10-2025,28-02-2026,4541.0,District Administration,,Not Required,No,0,Low,Complete,Complete,41.78,99
AH114468,Punjab,Jalandhar,Bypass,21.63,7.0,Award,0.0,0.0,51.3,2.0,124.0,113,21-11-2025,26-05-2024,06-08-2024,1797.0,NHAI,Pending,Completed,Yes,28,High,Complete,Pending,25.54,20
AH114469,Uttarakhand,Nainital,Highway,25.12,9.0,Award,2.0,2.0,47.3,3.0,82.0,155,29-06-2025,29-08-2025,22-12-2025,174.0,Special LA Unit,Completed,Completed,No,14,Medium,Complete,Partial,82.98,64
AH114470,Uttarakhand,Udham Singh Nagar,Bridge,18.57,7.0,Notification,0.0,0.0,15.3,1.0,62.0,96,10-06-2025,31-08-2024,01-02-2025,1284.0,Special LA Unit,Completed,Not Required,No,9,None,Partial,Partial,108.48,150
AH114471,Punjab,Bathinda,Highway,13.05,7.0,Compensation,0.0,0.0,65.6,2.0,83.0,110,04-12-2025,03-09-2024,18-11-2024,1400.0,State PWD,Pending,Completed,No,19,None,Partial,Complete,59.98,9
AH114472,Himachal Pradesh,Mandi,Highway,24.29,,Compensation,1.0,0.0,82.1,1.0,43.0,83,09-05-2026,18-03-2024,19-04-2024,145.0,NHAI,Pending,Completed,Yes,30,Medium,Complete,Complete,58.54,110
AH114473,Madhya Pradesh,Jabalpur,Bypass,11.73,5.0,Possession,0.0,0.0,89.2,0.0,34.0,22,24-11-2024,02-11-2025,11-03-2026,4681.0,NHAI,Pending,Completed,Yes,24,None,Pending,Complete,96.39,173
AH114474,Haryana,Rohtak,Highway,35.57,14.0,Notification,0.0,0.0,10.7,3.0,21.0,56,20-04-2025,27-12-2025,15-04-2026,2356.0,NHAI,Not Required,Completed,No,10,Low,Pending,Complete,146.73,93
AH114475,Uttarakhand,Nainital,Road Widening,4.81,3.0,Possession,1.0,1.0,92.9,0.0,27.0,56,17-07-2025,30-03-2025,19-05-2025,777.0,NHAI,Completed,Not Required,No,29,Medium,Complete,Complete,5.85,92
AH114476,Punjab,Moga,Highway,28.85,10.0,Notification,0.0,0.0,11.0,3.0,13.0,73,10-01-2026,29-11-2025,05-01-2026,3067.0,State PWD,Not Required,Pending,No,8,None,Complete,Complete,97.62,140
AH114477,Haryana,Hisar,Highway,8.77,4.0,Compensation,0.0,0.0,82.4,0.0,126.0,98,09-03-2025,09-11-2024,25-02-2025,2017.0,District Administration,Not Required,Completed,No,4,None,Complete,Partial,113.96,38
AH114478,Madhya Pradesh,Ujjain,Highway,21.28,7.0,Compensation,0.0,0.0,63.8,0.0,93.0,99,03-12-2024,23-05-2025,22-09-2025,914.0,District Administration,Completed,Not Required,No,26,Medium,Complete,Partial,119.34,66
AH114479,Punjab,Moga,Railway,3.14,2.0,Award,1.0,1.0,59.6,1.0,83.0,100,31-01-2026,09-12-2025,25-01-2026,2297.0,District Administration,Not Required,Not Required,Yes,21,Low,Complete,Pending,53.18,35
AH114480,Himachal Pradesh,Kangra,Highway,15.02,7.0,Possession,1.0,0.0,86.9,0.0,44.0,51,07-05-2026,22-01-2025,21-05-2025,3013.0,District Administration,Completed,Completed,No,3,None,Partial,Complete,99.03,86
AH114481,Haryana,Ambala,Bridge,10.5,5.0,Award,1.0,0.0,58.5,1.0,35.0,84,27-05-2025,09-07-2025,13-10-2025,,NHAI,Not Required,Completed,No,13,None,Complete,Complete,117.27,173
AH114482,Rajasthan,Jaipur,Railway,11.49,6.0,Notification,0.0,0.0,7.3,0.0,33.0,62,03-04-2024,10-05-2024,29-06-2024,1164.0,Special LA Unit,Not Required,Completed,No,3,High,Complete,Complete,12.56,89
AH114483,Madhya Pradesh,Ujjain,Bypass,2.66,5.0,Award,0.0,0.0,34.0,5.0,55.0,89,17-09-2024,01-04-2025,01-08-2025,3078.0,NHAI,Completed,Completed,No,12,None,Partial,Complete,19.37,46
AH114484,Haryana,Sirsa,Bypass,12.28,3.0,Award,1.0,0.0,56.8,,83.0,98,20-02-2025,04-02-2026,10-06-2026,3973.0,State PWD,Completed,Completed,No,17,None,Pending,Complete,6.98,178
AH114485,Uttarakhand,Haridwar,Railway,13.33,5.0,Compensation,0.0,0.0,80.5,0.0,53.0,72,25-09-2025,26-11-2025,18-01-2026,3152.0,District Administration,Pending,Completed,No,0,None,Complete,Pending,37.49,111
AH114486,Uttarakhand,Udham Singh Nagar,Highway,2.63,1.0,Award,0.0,0.0,28.7,2.0,63.0,81,25-08-2025,27-09-2024,05-02-2025,4760.0,NHAI,Completed,Completed,No,11,None,Partial,Complete,15.04,68
AH114487,Punjab,Hoshiarpur,Bridge,4.49,3.0,Notification,0.0,0.0,,2.0,,73,08-01-2026,05-05-2025,07-07-2025,4705.0,State PWD,Pending,Not Required,Yes,30,None,Complete,Complete,73.29,139
AH114488,Rajasthan,Kota,Highway,13.65,7.0,Award,0.0,0.0,48.3,1.0,24.0,70,27-01-2024,11-07-2025,07-11-2025,2501.0,Special LA Unit,Completed,Completed,No,10,None,Complete,Partial,81.19,45
AH114489,Haryana,Sirsa,Highway,16.88,5.0,Compensation,1.0,0.0,86.9,2.0,44.0,85,22-02-2025,24-04-2026,22-09-2026,1994.0,NHAI,Completed,Pending,No,19,Medium,Complete,Complete,129.9,104
AH114490,Uttarakhand,Haridwar,Road Widening,11.44,6.0,Compensation,0.0,0.0,65.6,2.0,55.0,90,22-09-2025,15-01-2026,04-07-2026,2314.0,District Administration,Completed,Pending,No,11,Low,Complete,Complete,152.33,16
AH114491,Himachal Pradesh,Solan,Highway,12.41,7.0,Possession,1.0,0.0,90.4,0.0,52.0,65,07-06-2026,06-01-2026,15-03-2026,2474.0,District Administration,Pending,Not Required,No,19,Low,Complete,Partial,84.8,171
AH114492,Rajasthan,Ajmer,Road Widening,12.22,6.0,Objection,3.0,1.0,13.0,1.0,38.0,106,08-05-2024,08-11-2025,27-01-2026,908.0,NHAI,Pending,Completed,No,7,High,Partial,Pending,53.19,121
AH114493,Himachal Pradesh,Shimla,Bridge,7.51,3.0,Compensation,0.0,0.0,58.3,2.0,250.0,202,02-03-2026,18-11-2024,01-01-2025,4821.0,NHAI,Pending,Completed,No,29,Low,Partial,Complete,157.78,95
AH114494,Rajasthan,Udaipur,Road Widening,10.26,6.0,Possession,0.0,-6.0,82.4,0.0,80.0,34,07-01-2024,05-12-2024,29-05-2025,2862.0,NHAI,Not Required,Completed,No,10,None,Complete,Complete,170.5,150
AH114495,Uttar Pradesh,Kanpur Nagar,Highway,3.63,2.0,Objection,2.0,0.0,14.6,1.0,56.0,71,26-06-2024,22-02-2025,12-05-2025,684.0,NHAI,Pending,Completed,No,7,Medium,Partial,Partial,98.58,19
AH114496,Punjab,Ludhiana,Highway,7.26,5.0,Award,0.0,0.0,24.2,1.0,67.0,68,01-02-2026,18-01-2025,17-06-2025,4519.0,District Administration,Completed,Completed,Yes,3,High,Complete,Partial,74.51,144
AH114497,Punjab,Firozpur,Highway,11.52,6.0,Possession,0.0,0.0,85.5,0.0,60.0,37,09-12-2025,11-05-2026,28-10-2026,4743.0,State PWD,Completed,Completed,No,21,None,Complete,Partial,141.54,44
AH114498,Himachal Pradesh,Solan,Highway,34.14,13.0,Notification,0.0,0.0,16.5,2.0,26.0,75,25-05-2026,26-02-2026,07-06-2026,2827.0,District Administration,Completed,Pending,No,23,None,Complete,Pending,102.83,104
AH114499,Uttarakhand,Haridwar,Road Widening,10.77,3.0,Compensation,0.0,0.0,73.8,2.0,87.0,100,24-06-2025,16-03-2026,28-07-2026,4743.0,State PWD,Pending,Not Required,No,14,Medium,Partial,Complete,55.43,78
AH114500,Uttarakhand,Nainital,Railway,68.87,26.0,Award,0.0,2.0,39.8,0.0,92.0,153,08-07-2025,30-06-2025,08-10-2025,4855.0,State PWD,Completed,Completed,Yes,3,Low,Complete,Complete,48.5,139
AH114501,Haryana,Panipat,Road Widening,61.59,21.0,Notification,0.0,0.0,9.3,0.0,9.0,53,26-04-2025,21-06-2024,15-10-2024,4769.0,NHAI,Pending,Not Required,No,15,None,Partial,Complete,130.47,112
AH114502,Haryana,Karnal,Road Widening,12.67,4.0,Compensation,0.0,0.0,56.2,1.0,27.0,27,05-04-2025,09-05-2024,15-07-2024,4821.0,Special LA Unit,Completed,Completed,No,18,None,Complete,Complete,105.18,3
AH114503,Haryana,Panipat,Highway,8.4,4.0,Objection,3.0,0.0,13.0,0.0,50.0,80,07-04-2025,03-09-2024,06-02-2025,381.0,NHAI,Completed,Pending,No,24,None,Partial,Complete,175.61,73
AH114504,Madhya Pradesh,Jabalpur,Highway,81.95,31.0,Possession,1.0,0.0,87.8,0.0,30.0,98,20-09-2024,08-08-2025,25-09-2025,203.0,Special LA Unit,Pending,Pending,No,2,None,Pending,Complete,150.5,38
AH114505,Punjab,Bathinda,Road Widening,22.51,7.0,Award,0.0,0.0,,1.0,73.0,102,07-02-2026,23-11-2024,01-04-2025,2908.0,NHAI,Pending,Completed,No,8,None,Complete,Complete,28.84,87
AH114506,Madhya Pradesh,Jabalpur,Highway,17.34,,Notification,1.0,0.0,11.7,1.0,23.0,77,16-11-2024,12-08-2025,26-01-2026,3753.0,Special LA Unit,Completed,Completed,No,29,Low,Complete,Complete,174.93,131
AH114507,Uttarakhand,Haridwar,Highway,6.47,3.0,Objection,2.0,0.0,,0.0,28.0,70,03-07-2025,02-03-2026,31-07-2026,4198.0,District Administration,Pending,Not Required,No,29,Medium,Partial,Partial,170.84,45
AH114508,Uttarakhand,Udham Singh Nagar,Road Widening,8.3,3.0,Compensation,0.0,0.0,64.0,0.0,31.0,57,25-08-2025,27-10-2024,19-03-2025,3226.0,Special LA Unit,Not Required,Completed,No,12,Medium,Complete,Complete,145.75,47
AH114509,Haryana,Sirsa,Highway,5.1,3.0,Award,1.0,1.0,64.7,5.0,54.0,116,28-04-2025,14-04-2026,20-08-2026,1602.0,Special LA Unit,Completed,Completed,No,15,None,Partial,Complete,55.53,95
AH114510,Uttarakhand,Nainital,Highway,42.3,18.0,Objection,4.0,0.0,12.7,1.0,47.0,109,04-07-2025,05-04-2025,23-09-2025,4667.0,State PWD,Not Required,Completed,Yes,13,None,Complete,Partial,61.32,87
AH114511,Rajasthan,Ajmer,Highway,18.29,7.0,Objection,1.0,0.0,28.5,3.0,46.0,97,13-02-2024,23-12-2025,31-05-2026,2973.0,NHAI,Completed,Not Required,No,16,Medium,Complete,Complete,9.31,171
AH114512,Madhya Pradesh,Indore,Highway,9.17,6.0,Compensation,1.0,0.0,77.4,2.0,134.0,126,11-10-2024,23-02-2024,04-05-2024,3423.0,District Administration,Completed,Completed,Yes,24,Low,Complete,Complete,28.78,122
AH114513,Haryana,Panipat,Railway,7.99,4.0,Objection,1.0,0.0,14.1,0.0,37.0,77,07-02-2025,05-09-2024,06-01-2025,1319.0,District Administration,Pending,Completed,No,12,Medium,Complete,Pending,83.66,159
AH114514,Madhya Pradesh,Gwalior,Highway,5.14,5.0,Possession,0.0,0.0,88.1,,20.0,26,20-12-2024,17-04-2026,20-07-2026,3806.0,Special LA Unit,Pending,Completed,No,7,High,Complete,Pending,29.18,27
AH114515,Himachal Pradesh,Solan,Bypass,11.25,7.0,Notification,1.0,0.0,10.8,4.0,19.0,92,28-03-2026,09-03-2026,17-05-2026,691.0,NHAI,Pending,Completed,No,2,None,Pending,Complete,38.85,129
AH114516,Himachal Pradesh,,Highway,13.81,6.0,Notification,0.0,0.0,5.4,2.0,33.0,99,18-03-2026,28-05-2025,27-10-2025,4359.0,Special LA Unit,Completed,Completed,No,14,None,Complete,Complete,76.81,58
AH114517,Uttarakhand,Dehradun,Highway,1.73,1.0,Award,2.0,0.0,61.1,0.0,45.0,77,02-10-2025,30-01-2024,06-03-2024,4268.0,Special LA Unit,Completed,Completed,No,17,Low,Partial,Partial,111.4,13
